game_id,season,quarter,time,minute,second,play,pos_team,away_score,home_score
4eqyt7yhtfqo,2026,3,0:27,0,27,Rhyne Howard technical foul,Vinyl,48,54
4eqyt7yhtfqo,2026,3,0:27,0,27,Marina Mabrey makes one point free throw,Lunar Owls,48,55
4eqyt7yhtfqo,2026,3,0:27,0,27,Marina Mabrey makes two point free throw,Lunar Owls,48,57
4eqyt7yhtfqo,2026,3,0:10,0,10,Brittney Griner makes two point turnaround hook shot (Courtney Williams assists),Vinyl,50,57
4eqyt7yhtfqo,2026,3,0:10,0,10,Marina Mabrey shooting foul (Brittney Griner draws the foul),Lunar Owls,50,57
4eqyt7yhtfqo,2026,3,0:10,0,10,Brittney Griner makes one point free throw,Vinyl,51,57
4eqyt7yhtfqo,2026,3,0:01,0,1,Marina Mabrey misses two point jump shot,Lunar Owls,51,57
4eqyt7yhtfqo,2026,3,0:00,0,0,Vinyl defensive rebound,Vinyl,51,57
4eqyt7yhtfqo,2026,3,0:00,0,0,End of 3rd Quarter.,NA,51,57
4eqyt7yhtfqo,2026,4,+0:00,NA,0,"Vinyl lineup change (Courtney Williams, Dearica Hamby, Rhyne Howard)",Vinyl,51,57
4eqyt7yhtfqo,2026,4,+0:00,NA,0,Open inbound Vinyl,Vinyl,51,57
4eqyt7yhtfqo,2026,4,+0:16,NA,16,Aaliyah Edwards shooting foul (Dearica Hamby draws the foul),Lunar Owls,51,57
4eqyt7yhtfqo,2026,4,+0:16,NA,16,Dearica Hamby misses two point free throw,Vinyl,51,57
4eqyt7yhtfqo,2026,4,+0:16,NA,16,Marina Mabrey defensive rebound,Lunar Owls,51,57
4eqyt7yhtfqo,2026,4,+0:22,NA,22,Marina Mabrey makes two point pullup jump shot,Lunar Owls,51,59
4eqyt7yhtfqo,2026,4,+0:33,NA,33,Aaliyah Edwards blocks Dearica Hamby's two point layup,Vinyl,51,59
4eqyt7yhtfqo,2026,4,+0:35,NA,35,Aaliyah Edwards defensive rebound,Lunar Owls,51,59
4eqyt7yhtfqo,2026,4,+0:37,NA,37,Skylar Diggins misses three point jump shot,Lunar Owls,51,59
4eqyt7yhtfqo,2026,4,+0:39,NA,39,Rhyne Howard defensive rebound,Vinyl,51,59
4eqyt7yhtfqo,2026,4,+0:45,NA,45,Courtney Williams misses three point jump shot,Vinyl,51,59
4eqyt7yhtfqo,2026,4,+0:47,NA,47,Lunar Owls defensive rebound,Lunar Owls,51,59
4eqyt7yhtfqo,2026,4,+0:58,NA,58,Skylar Diggins makes two point pullup jump shot,Lunar Owls,51,61
4eqyt7yhtfqo,2026,4,+1:10,NA,10,Dearica Hamby misses three point jump shot,Vinyl,51,61
4eqyt7yhtfqo,2026,4,+1:12,NA,12,Aaliyah Edwards defensive rebound,Lunar Owls,51,61
4eqyt7yhtfqo,2026,4,+1:18,NA,18,Marina Mabrey misses three point jump shot,Lunar Owls,51,61
4eqyt7yhtfqo,2026,4,+1:20,NA,20,Courtney Williams defensive rebound,Vinyl,51,61
4eqyt7yhtfqo,2026,4,+1:30,NA,30,Courtney Williams turnover (bad pass) (Aaliyah Edwards steals),Vinyl,51,61
4eqyt7yhtfqo,2026,4,+1:33,NA,33,Aaliyah Edwards turnover (bad pass),Lunar Owls,51,61
4eqyt7yhtfqo,2026,4,+1:33,NA,33,"Vinyl lineup change (Dearica Hamby, Erica Wheeler, Rhyne Howard)",Vinyl,51,61
4eqyt7yhtfqo,2026,4,+1:42,NA,42,Dearica Hamby turnover (bad pass),Vinyl,51,61
4eqyt7yhtfqo,2026,4,+1:42,NA,42,"Vinyl lineup change (Rae Burrell, Erica Wheeler, Rhyne Howard)",Vinyl,51,61
4eqyt7yhtfqo,2026,4,+1:52,NA,52,Aaliyah Edwards misses two point jump shot,Lunar Owls,51,61
4eqyt7yhtfqo,2026,4,+1:54,NA,54,Rhyne Howard defensive rebound,Vinyl,51,61
4eqyt7yhtfqo,2026,4,+2:01,NA,1,Rhyne Howard misses two point driving layup,Vinyl,51,61
4eqyt7yhtfqo,2026,4,+2:03,NA,3,Aaliyah Edwards defensive rebound,Lunar Owls,51,61
4eqyt7yhtfqo,2026,4,+2:03,NA,3,Rhyne Howard personal foul (Aaliyah Edwards draws the foul),Vinyl,51,61
4eqyt7yhtfqo,2026,4,+2:03,NA,3,Instant replay (request: stands),NA,51,61
4eqyt7yhtfqo,2026,4,+2:12,NA,12,Skylar Diggins misses two point driving layup,Lunar Owls,51,61
4eqyt7yhtfqo,2026,4,+2:14,NA,14,Aaliyah Edwards offensive rebound,Lunar Owls,51,61
4eqyt7yhtfqo,2026,4,+2:16,NA,16,Aaliyah Edwards makes two point layup,Lunar Owls,51,63
4eqyt7yhtfqo,2026,4,+2:26,NA,26,Rhyne Howard makes three point jump shot (Erica Wheeler assists),Vinyl,54,63
4eqyt7yhtfqo,2026,4,+2:37,NA,37,Marina Mabrey misses three point jump shot,Lunar Owls,54,63
4eqyt7yhtfqo,2026,4,+2:39,NA,39,Lunar Owls offensive rebound,Lunar Owls,54,63
4eqyt7yhtfqo,2026,4,+2:39,NA,39,Instant replay (challenge: overturned),Lunar Owls,54,63
4eqyt7yhtfqo,2026,4,+2:47,NA,47,Skylar Diggins makes two point driving layup,Lunar Owls,54,65
4eqyt7yhtfqo,2026,4,+2:52,NA,52,Erica Wheeler makes two point driving layup,Vinyl,56,65
4eqyt7yhtfqo,2026,4,+2:52,NA,52,Aaliyah Edwards shooting foul (Erica Wheeler draws the foul),Lunar Owls,56,65
4eqyt7yhtfqo,2026,4,+2:52,NA,52,Erica Wheeler makes one point free throw,Vinyl,57,65
4eqyt7yhtfqo,2026,4,+3:03,NA,3,Skylar Diggins misses three point jump shot,Lunar Owls,57,65
4eqyt7yhtfqo,2026,4,+3:05,NA,5,Aaliyah Edwards offensive rebound,Lunar Owls,57,65
4eqyt7yhtfqo,2026,4,+3:10,NA,10,Marina Mabrey makes three point stepback jump shot,Lunar Owls,57,68
4eqyt7yhtfqo,2026,4,+3:10,NA,10,End of 4th Quarter.,NA,57,68
6d69v7ar0xev,2026,1,7:00,7,0,Dominique Malonga vs. Breanna Stewart (Allisha Gray gains possession),Mist,0,0
6d69v7ar0xev,2026,1,6:48,6,48,Paige Bueckers personal foul (Breanna Stewart draws the foul),Breeze,0,0
6d69v7ar0xev,2026,1,6:39,6,39,Breanna Stewart misses two point turnaround fadeaway jump shot,Mist,0,0
6d69v7ar0xev,2026,1,6:37,6,37,Dominique Malonga defensive rebound,Breeze,0,0
6d69v7ar0xev,2026,1,6:24,6,24,Rickea Jackson misses two point turnaround fadeaway jump shot,Breeze,0,0
6d69v7ar0xev,2026,1,6:22,6,22,Breanna Stewart defensive rebound,Mist,0,0
6d69v7ar0xev,2026,1,6:18,6,18,Allisha Gray makes three point jump shot (Breanna Stewart assists),Mist,0,3
6d69v7ar0xev,2026,1,6:06,6,6,Paige Bueckers makes three point jump shot (Dominique Malonga assists),Breeze,3,3
6d69v7ar0xev,2026,1,5:54,5,54,Rickea Jackson personal foul (Breanna Stewart draws the foul),Breeze,3,3
6d69v7ar0xev,2026,1,5:50,5,50,Veronica Burton misses three point jump shot,Mist,3,3
6d69v7ar0xev,2026,1,5:48,5,48,Breanna Stewart offensive rebound,Mist,3,3
6d69v7ar0xev,2026,1,5:36,5,36,Dominique Malonga shooting foul (Breanna Stewart draws the foul),Breeze,3,3
6d69v7ar0xev,2026,1,5:36,5,36,Breanna Stewart makes two point free throw,Mist,3,5
6d69v7ar0xev,2026,1,5:26,5,26,Paige Bueckers misses three point jump shot,Breeze,3,5
6d69v7ar0xev,2026,1,5:24,5,24,Breanna Stewart defensive rebound,Mist,3,5
6d69v7ar0xev,2026,1,5:20,5,20,Allisha Gray makes three point jump shot (Breanna Stewart assists),Mist,3,8
6d69v7ar0xev,2026,1,5:11,5,11,Rickea Jackson misses three point jump shot,Breeze,3,8
6d69v7ar0xev,2026,1,5:09,5,9,Breanna Stewart defensive rebound,Mist,3,8
6d69v7ar0xev,2026,1,5:00,5,0,Dominique Malonga blocks Breanna Stewart's two point turnaround fadeaway jump shot,Mist,3,8
6d69v7ar0xev,2026,1,4:58,4,58,Dominique Malonga defensive rebound,Breeze,3,8
6d69v7ar0xev,2026,1,4:53,4,53,Veronica Burton personal foul (Dominique Malonga draws the foul),Mist,3,8
6d69v7ar0xev,2026,1,4:48,4,48,Dominique Malonga makes two point reverse layup (Paige Bueckers assists),Breeze,5,8
6d69v7ar0xev,2026,1,4:37,4,37,Allisha Gray misses three point stepback jump shot,Mist,5,8
6d69v7ar0xev,2026,1,4:34,4,34,Breeze defensive rebound,Breeze,5,8
6d69v7ar0xev,2026,1,4:34,4,34,"Mist lineup change (Allisha Gray, Veronica Burton, Alanna Smith)",Mist,5,8
6d69v7ar0xev,2026,1,4:34,4,34,"Breeze lineup change (Rickea Jackson, Paige Bueckers, Cameron Brink)",Breeze,5,8
6d69v7ar0xev,2026,1,4:22,4,22,Rickea Jackson makes three point jump shot (Paige Bueckers assists),Breeze,8,8
6d69v7ar0xev,2026,1,4:12,4,12,Allisha Gray turnover (bad pass) (Rickea Jackson steals),Mist,8,8
6d69v7ar0xev,2026,1,4:12,4,12,Alanna Smith personal foul (Rickea Jackson draws the foul),Mist,8,8
6d69v7ar0xev,2026,1,4:12,4,12,"Mist lineup change (Alanna Smith, Allisha Gray, Arike Ogunbowale)",Mist,8,8
6d69v7ar0xev,2026,1,4:02,4,2,Paige Bueckers makes two point pullup jump shot,Breeze,10,8
6d69v7ar0xev,2026,1,3:49,3,49,Arike Ogunbowale makes two point jump shot (Alanna Smith assists),Mist,10,10
6d69v7ar0xev,2026,1,3:37,3,37,Paige Bueckers makes three point jump shot (Rickea Jackson assists),Breeze,13,10
6d69v7ar0xev,2026,1,3:22,3,22,Alanna Smith misses two point driving layup,Mist,13,10
6d69v7ar0xev,2026,1,3:20,3,20,Allisha Gray offensive rebound,Mist,13,10
6d69v7ar0xev,2026,1,3:13,3,13,Allisha Gray misses two point pullup jump shot,Mist,13,10
6d69v7ar0xev,2026,1,3:11,3,11,Breeze defensive rebound,Breeze,13,10
6d69v7ar0xev,2026,1,3:11,3,11,Alanna Smith personal foul (Paige Bueckers draws the foul),Mist,13,10
6d69v7ar0xev,2026,1,3:11,3,11,"Mist lineup change (Alanna Smith, Veronica Burton, Arike Ogunbowale)",Mist,13,10
6d69v7ar0xev,2026,1,3:01,3,1,Alanna Smith personal foul (Cameron Brink draws the foul),Mist,13,10
6d69v7ar0xev,2026,1,3:01,3,1,"Breeze lineup change (Rickea Jackson, Kate Martin, Cameron Brink)",Breeze,13,10
6d69v7ar0xev,2026,1,2:54,2,54,Rickea Jackson misses two point stepback jump shot,Breeze,13,10
6d69v7ar0xev,2026,1,2:52,2,52,Veronica Burton defensive rebound,Mist,13,10
6d69v7ar0xev,2026,1,2:50,2,50,Alanna Smith offensive foul (Kate Martin draws the foul),Mist,13,10
6d69v7ar0xev,2026,1,2:50,2,50,Alanna Smith turnover (offensive foul),Mist,13,10
6d69v7ar0xev,2026,1,2:50,2,50,"Mist lineup change (Li Yueru, Veronica Burton, Arike Ogunbowale)",Mist,13,10
6d69v7ar0xev,2026,1,2:40,2,40,Cameron Brink misses two point fadeaway jump shot,Breeze,13,10
6d69v7ar0xev,2026,1,2:38,2,38,Li Yueru defensive rebound,Mist,13,10
6d69v7ar0xev,2026,1,2:35,2,35,Li Yueru offensive foul (Rickea Jackson draws the foul),Mist,13,10
6d69v7ar0xev,2026,1,2:35,2,35,Li Yueru turnover (offensive foul),Mist,13,10
6d69v7ar0xev,2026,1,2:31,2,31,Arike Ogunbowale personal foul (Rickea Jackson draws the foul),Mist,13,10
6d69v7ar0xev,2026,1,2:31,2,31,"Mist lineup change (Breanna Stewart, Arike Ogunbowale, Li Yueru)",Mist,13,10
6d69v7ar0xev,2026,1,2:31,2,31,Rickea Jackson makes two point free throw,Breeze,15,10
6d69v7ar0xev,2026,1,2:31,2,31,"Breeze lineup change (Paige Bueckers, Kate Martin, Cameron Brink)",Breeze,15,10
6d69v7ar0xev,2026,1,2:19,2,19,Arike Ogunbowale misses two point pullup jump shot,Mist,15,10
6d69v7ar0xev,2026,1,2:17,2,17,Paige Bueckers defensive rebound,Breeze,15,10
6d69v7ar0xev,2026,1,2:06,2,6,Breanna Stewart shooting foul (Paige Bueckers draws the foul),Mist,15,10
6d69v7ar0xev,2026,1,2:06,2,6,Paige Bueckers makes three point free throw,Breeze,18,10
6d69v7ar0xev,2026,1,1:56,1,56,Li Yueru misses two point driving floating jump shot,Mist,18,10
6d69v7ar0xev,2026,1,1:52,1,52,Cameron Brink defensive rebound,Breeze,18,10
6d69v7ar0xev,2026,1,1:52,1,52,Jump ball. Cameron Brink vs. Li Yueru (Cameron Brink gains possession),Breeze,18,10
6d69v7ar0xev,2026,1,1:43,1,43,Paige Bueckers makes two point pullup jump shot,Breeze,20,10
6d69v7ar0xev,2026,1,1:31,1,31,Arike Ogunbowale misses two point pullup jump shot,Mist,20,10
6d69v7ar0xev,2026,1,1:29,1,29,Arike Ogunbowale offensive rebound,Mist,20,10
6d69v7ar0xev,2026,1,1:24,1,24,Arike Ogunbowale misses two point jump shot,Mist,20,10
6d69v7ar0xev,2026,1,1:22,1,22,Kate Martin defensive rebound,Breeze,20,10
6d69v7ar0xev,2026,1,1:19,1,19,Kate Martin misses two point pullup jump shot,Breeze,20,10
6d69v7ar0xev,2026,1,1:17,1,17,Mist defensive rebound,Mist,20,10
6d69v7ar0xev,2026,1,1:17,1,17,Cameron Brink personal foul,Breeze,20,10
6d69v7ar0xev,2026,1,1:17,1,17,"Mist lineup change (Arike Ogunbowale, Allisha Gray, Breanna Stewart)",Mist,20,10
6d69v7ar0xev,2026,1,1:08,1,8,Breanna Stewart makes two point layup,Mist,20,12
6d69v7ar0xev,2026,1,0:53,0,53,Cameron Brink makes two point driving layup,Breeze,22,12
6d69v7ar0xev,2026,1,0:45,0,45,Allisha Gray misses two point driving reverse layup,Mist,22,12
6d69v7ar0xev,2026,1,0:43,0,43,Cameron Brink defensive rebound,Breeze,22,12
6d69v7ar0xev,2026,1,0:36,0,36,Kate Martin turnover (bad pass) (Breanna Stewart steals),Breeze,22,12
6d69v7ar0xev,2026,1,0:30,0,30,Arike Ogunbowale makes three point jump shot (Allisha Gray assists),Mist,22,15
6d69v7ar0xev,2026,1,0:25,0,25,Paige Bueckers makes three point pullup jump shot,Breeze,25,15
6d69v7ar0xev,2026,1,0:21,0,21,Arike Ogunbowale turnover (bad pass),Mist,25,15
6d69v7ar0xev,2026,1,0:05,0,5,Paige Bueckers makes two point pullup jump shot,Breeze,27,15
6d69v7ar0xev,2026,1,0:02,0,2,Arike Ogunbowale misses three point pullup jump shot,Mist,27,15
6d69v7ar0xev,2026,1,0:01,0,1,Breanna Stewart offensive rebound,Mist,27,15
6d69v7ar0xev,2026,1,0:01,0,1,Breanna Stewart misses two point putback layup,Mist,27,15
6d69v7ar0xev,2026,1,0:00,0,0,Breeze defensive rebound,Breeze,27,15
6d69v7ar0xev,2026,1,0:00,0,0,End of 1st Quarter.,NA,27,15
6d69v7ar0xev,2026,2,7:00,7,0,"Mist lineup change (Allisha Gray, Veronica Burton, Breanna Stewart)",Mist,27,15
6d69v7ar0xev,2026,2,7:00,7,0,Open inbound Mist,Mist,27,15
6d69v7ar0xev,2026,2,6:52,6,52,Allisha Gray misses three point jump shot,Mist,27,15
6d69v7ar0xev,2026,2,6:50,6,50,Mist offensive rebound,Mist,27,15
6d69v7ar0xev,2026,2,6:46,6,46,Allisha Gray misses three point jump shot,Mist,27,15
6d69v7ar0xev,2026,2,6:44,6,44,Paige Bueckers defensive rebound,Breeze,27,15
6d69v7ar0xev,2026,2,6:33,6,33,Cameron Brink misses two point layup,Breeze,27,15
6d69v7ar0xev,2026,2,6:31,6,31,Cameron Brink offensive rebound,Breeze,27,15
6d69v7ar0xev,2026,2,6:31,6,31,Allisha Gray blocks Cameron Brink's two point layup,Breeze,27,15
6d69v7ar0xev,2026,2,6:31,6,31,Mist defensive rebound,Mist,27,15
6d69v7ar0xev,2026,2,6:24,6,24,Kate Martin shooting foul (Veronica Burton draws the foul),Breeze,27,15
6d69v7ar0xev,2026,2,6:24,6,24,"Breeze lineup change (Paige Bueckers, Rickea Jackson, Dominique Malonga)",Breeze,27,15
6d69v7ar0xev,2026,2,6:24,6,24,Veronica Burton misses two point free throw,Mist,27,15
6d69v7ar0xev,2026,2,6:24,6,24,Dominique Malonga defensive rebound,Breeze,27,15
6d69v7ar0xev,2026,2,6:06,6,6,Dominique Malonga misses two point jump shot,Breeze,27,15
6d69v7ar0xev,2026,2,6:04,6,4,Veronica Burton defensive rebound,Mist,27,15
6d69v7ar0xev,2026,2,5:56,5,56,Breanna Stewart misses two point turnaround jump shot,Mist,27,15
6d69v7ar0xev,2026,2,5:54,5,54,Breanna Stewart offensive rebound,Mist,27,15
6d69v7ar0xev,2026,2,5:51,5,51,Breanna Stewart makes two point putback layup,Mist,27,17
6d69v7ar0xev,2026,2,5:51,5,51,Rickea Jackson shooting foul (Breanna Stewart draws the foul),Breeze,27,17
6d69v7ar0xev,2026,2,5:51,5,51,Breanna Stewart makes one point free throw,Mist,27,18
6d69v7ar0xev,2026,2,5:42,5,42,Rickea Jackson misses three point jump shot,Breeze,27,18
6d69v7ar0xev,2026,2,5:40,5,40,Breanna Stewart defensive rebound,Mist,27,18
6d69v7ar0xev,2026,2,5:37,5,37,Dominique Malonga shooting foul (Breanna Stewart draws the foul),Breeze,27,18
6d69v7ar0xev,2026,2,5:37,5,37,Breanna Stewart makes two point free throw,Mist,27,20
6d69v7ar0xev,2026,2,5:27,5,27,Dominique Malonga turnover (lost ball) (Breanna Stewart steals),Breeze,27,20
6d69v7ar0xev,2026,2,5:22,5,22,Breanna Stewart makes three point jump shot (Veronica Burton assists),Mist,27,23
6d69v7ar0xev,2026,2,5:20,5,20,Breeze 30 second timeout,Breeze,27,23
6d69v7ar0xev,2026,2,5:07,5,7,Paige Bueckers makes two point pullup jump shot,Breeze,29,23
6d69v7ar0xev,2026,2,4:55,4,55,Allisha Gray misses two point pullup jump shot,Mist,29,23
6d69v7ar0xev,2026,2,4:53,4,53,Veronica Burton offensive rebound,Mist,29,23
6d69v7ar0xev,2026,2,4:47,4,47,Allisha Gray misses three point jump shot,Mist,29,23
6d69v7ar0xev,2026,2,4:45,4,45,Paige Bueckers defensive rebound,Breeze,29,23
6d69v7ar0xev,2026,2,4:36,4,36,Dominique Malonga misses two point jump shot,Breeze,29,23
6d69v7ar0xev,2026,2,4:34,4,34,Dominique Malonga offensive rebound,Breeze,29,23
6d69v7ar0xev,2026,2,4:34,4,34,Allisha Gray shooting foul (Dominique Malonga draws the foul),Mist,29,23
6d69v7ar0xev,2026,2,4:34,4,34,Dominique Malonga makes two point free throw,Breeze,31,23
6d69v7ar0xev,2026,2,4:27,4,27,Veronica Burton misses two point driving layup,Mist,31,23
6d69v7ar0xev,2026,2,4:25,4,25,Paige Bueckers defensive rebound,Breeze,31,23
6d69v7ar0xev,2026,2,4:18,4,18,Dominique Malonga misses two point layup,Breeze,31,23
6d69v7ar0xev,2026,2,4:17,4,17,Dominique Malonga offensive rebound,Breeze,31,23
6d69v7ar0xev,2026,2,4:16,4,16,Dominique Malonga misses two point putback layup,Breeze,31,23
6d69v7ar0xev,2026,2,4:10,4,10,Breanna Stewart defensive rebound,Mist,31,23
6d69v7ar0xev,2026,2,4:07,4,7,Breanna Stewart makes two point driving hook shot,Mist,31,25
6d69v7ar0xev,2026,2,4:07,4,7,Dominique Malonga shooting foul (Breanna Stewart draws the foul),Breeze,31,25
6d69v7ar0xev,2026,2,4:07,4,7,"Breeze lineup change (Rickea Jackson, Paige Bueckers, Cameron Brink)",Breeze,31,25
6d69v7ar0xev,2026,2,4:07,4,7,Breanna Stewart makes one point free throw,Mist,31,26
6d69v7ar0xev,2026,2,3:55,3,55,Paige Bueckers makes two point jump shot (Rickea Jackson assists),Breeze,33,26
6d69v7ar0xev,2026,2,3:46,3,46,Paige Bueckers blocks Veronica Burton's three point jump shot,Mist,33,26
6d69v7ar0xev,2026,2,3:44,3,44,Veronica Burton offensive rebound,Mist,33,26
6d69v7ar0xev,2026,2,3:39,3,39,Breanna Stewart makes three point jump shot (Veronica Burton assists),Mist,33,29
6d69v7ar0xev,2026,2,3:25,3,25,Paige Bueckers misses two point running pullup jump shot,Breeze,33,29
6d69v7ar0xev,2026,2,3:23,3,23,Allisha Gray defensive rebound,Mist,33,29
6d69v7ar0xev,2026,2,3:17,3,17,Allisha Gray makes two point driving layup,Mist,33,31
6d69v7ar0xev,2026,2,3:17,3,17,TV timeout,NA,33,31
6d69v7ar0xev,2026,2,3:17,3,17,"Mist lineup change (Allisha Gray, Arike Ogunbowale, Breanna Stewart)",Mist,33,31
6d69v7ar0xev,2026,2,3:17,3,17,"Breeze lineup change (Rickea Jackson, Kate Martin, Cameron Brink)",Breeze,33,31
6d69v7ar0xev,2026,2,3:08,3,8,Cameron Brink makes two point cutting layup (Rickea Jackson assists),Breeze,35,31
6d69v7ar0xev,2026,2,2:52,2,52,Arike Ogunbowale misses three point jump shot,Mist,35,31
6d69v7ar0xev,2026,2,2:50,2,50,Kate Martin defensive rebound,Breeze,35,31
6d69v7ar0xev,2026,2,2:46,2,46,"Mist lineup change (Allisha Gray, Arike Ogunbowale, Li Yueru)",Mist,35,31
6d69v7ar0xev,2026,2,2:39,2,39,Cameron Brink makes two point layup (Rickea Jackson assists),Breeze,37,31
6d69v7ar0xev,2026,2,2:23,2,23,Arike Ogunbowale makes two point driving reverse layup,Mist,37,33
6d69v7ar0xev,2026,2,2:14,2,14,Li Yueru shooting foul (Cameron Brink draws the foul),Mist,37,33
6d69v7ar0xev,2026,2,2:14,2,14,Cameron Brink makes three point free throw,Breeze,40,33
6d69v7ar0xev,2026,2,2:07,2,7,Cameron Brink shooting foul (Allisha Gray draws the foul),Breeze,40,33
6d69v7ar0xev,2026,2,2:07,2,7,Allisha Gray makes three point free throw,Mist,40,36
6d69v7ar0xev,2026,2,1:57,1,57,Cameron Brink makes two point turnaround fadeaway jump shot,Breeze,42,36
6d69v7ar0xev,2026,2,1:38,1,38,Arike Ogunbowale misses three point jump shot,Mist,42,36
6d69v7ar0xev,2026,2,1:36,1,36,Allisha Gray offensive rebound,Mist,42,36
6d69v7ar0xev,2026,2,1:31,1,31,Allisha Gray makes two point layup,Mist,42,38
6d69v7ar0xev,2026,2,1:25,1,25,Li Yueru personal foul (Cameron Brink draws the foul),Mist,42,38
6d69v7ar0xev,2026,2,1:25,1,25,"Mist lineup change (Allisha Gray, Arike Ogunbowale, Breanna Stewart)",Mist,42,38
6d69v7ar0xev,2026,2,1:20,1,20,Rickea Jackson makes two point layup,Breeze,44,38
6d69v7ar0xev,2026,2,1:13,1,13,Breanna Stewart turnover (bad pass),Mist,44,38
6d69v7ar0xev,2026,2,1:13,1,13,"Mist lineup change (Veronica Burton, Arike Ogunbowale, Breanna Stewart)",Mist,44,38
6d69v7ar0xev,2026,2,1:00,1,0,Rickea Jackson misses two point jump shot,Breeze,44,38
6d69v7ar0xev,2026,2,0:55,0,55,Mist defensive rebound,Mist,44,38
6d69v7ar0xev,2026,2,0:47,0,47,Breanna Stewart misses two point reverse layup,Mist,44,38
6d69v7ar0xev,2026,2,0:45,0,45,Kate Martin defensive rebound,Breeze,44,38
6d69v7ar0xev,2026,2,0:39,0,39,Arike Ogunbowale personal foul (Cameron Brink draws the foul),Mist,44,38
6d69v7ar0xev,2026,2,0:37,0,37,Cameron Brink offensive foul (Veronica Burton draws the foul),Breeze,44,38
6d69v7ar0xev,2026,2,0:37,0,37,Cameron Brink turnover (offensive foul),Breeze,44,38
6d69v7ar0xev,2026,2,0:30,0,30,Breanna Stewart misses two point driving reverse layup,Mist,44,38
6d69v7ar0xev,2026,2,0:28,0,28,Cameron Brink defensive rebound,Breeze,44,38
6d69v7ar0xev,2026,2,0:16,0,16,Rickea Jackson makes two point jump shot,Breeze,46,38
6d69v7ar0xev,2026,2,0:16,0,16,Arike Ogunbowale shooting foul (Rickea Jackson draws the foul),Mist,46,38
6d69v7ar0xev,2026,2,0:16,0,16,Rickea Jackson makes one point free throw,Breeze,47,38
6d69v7ar0xev,2026,2,0:01,0,1,Breanna Stewart makes two point fadeaway jump shot,Mist,47,40
6d69v7ar0xev,2026,2,0:01,0,1,Cameron Brink misses three point jump shot,Breeze,47,40
6d69v7ar0xev,2026,2,0:00,0,0,Mist defensive rebound,Mist,47,40
6d69v7ar0xev,2026,2,0:00,0,0,End of 1st Half.,NA,47,40
6d69v7ar0xev,2026,3,7:00,7,0,"Mist lineup change (Veronica Burton, Allisha Gray, Breanna Stewart)",Mist,47,40
6d69v7ar0xev,2026,3,7:00,7,0,"Breeze lineup change (Rickea Jackson, Paige Bueckers, Dominique Malonga)",Breeze,47,40
6d69v7ar0xev,2026,3,7:00,7,0,Open inbound Breeze,Breeze,47,40
6d69v7ar0xev,2026,3,6:50,6,50,Paige Bueckers makes two point pullup jump shot,Breeze,49,40
6d69v7ar0xev,2026,3,6:30,6,30,Breanna Stewart misses two point jump shot,Mist,49,40
6d69v7ar0xev,2026,3,6:28,6,28,Dominique Malonga defensive rebound,Breeze,49,40
6d69v7ar0xev,2026,3,6:23,6,23,Dominique Malonga misses two point fadeaway jump shot,Breeze,49,40
6d69v7ar0xev,2026,3,6:21,6,21,Breanna Stewart defensive rebound,Mist,49,40
6d69v7ar0xev,2026,3,6:15,6,15,Breanna Stewart makes three point jump shot (Allisha Gray assists),Mist,49,43
6d69v7ar0xev,2026,3,5:57,5,57,Rickea Jackson misses three point jump shot,Breeze,49,43
6d69v7ar0xev,2026,3,5:55,5,55,Dominique Malonga offensive rebound,Breeze,49,43
6d69v7ar0xev,2026,3,5:53,5,53,Allisha Gray shooting foul (Dominique Malonga draws the foul),Mist,49,43
6d69v7ar0xev,2026,3,5:53,5,53,Dominique Malonga makes two point free throw,Breeze,51,43
6d69v7ar0xev,2026,3,5:43,5,43,Allisha Gray misses two point driving layup,Mist,51,43
6d69v7ar0xev,2026,3,5:41,5,41,Breanna Stewart offensive rebound,Mist,51,43
6d69v7ar0xev,2026,3,5:41,5,41,Breanna Stewart misses two point fadeaway jump shot,Mist,51,43
6d69v7ar0xev,2026,3,5:39,5,39,Dominique Malonga defensive rebound,Breeze,51,43
6d69v7ar0xev,2026,3,5:29,5,29,Rickea Jackson misses two point driving layup,Breeze,51,43
6d69v7ar0xev,2026,3,5:27,5,27,Allisha Gray defensive rebound,Mist,51,43
6d69v7ar0xev,2026,3,5:25,5,25,Breanna Stewart misses three point jump shot,Mist,51,43
6d69v7ar0xev,2026,3,5:23,5,23,Veronica Burton offensive rebound,Mist,51,43
6d69v7ar0xev,2026,3,5:14,5,14,Allisha Gray makes three point jump shot (Veronica Burton assists),Mist,51,46
6d69v7ar0xev,2026,3,5:06,5,6,Paige Bueckers turnover (bad pass) (Allisha Gray steals),Breeze,51,46
6d69v7ar0xev,2026,3,5:05,5,5,Allisha Gray misses two point pullup jump shot,Mist,51,46
6d69v7ar0xev,2026,3,5:03,5,3,Dominique Malonga defensive rebound,Breeze,51,46
6d69v7ar0xev,2026,3,4:52,4,52,Dominique Malonga makes two point layup (Rickea Jackson assists),Breeze,53,46
6d69v7ar0xev,2026,3,4:43,4,43,Allisha Gray makes two point driving reverse layup,Mist,53,48
6d69v7ar0xev,2026,3,4:30,4,30,Dominique Malonga makes two point layup (Paige Bueckers assists),Breeze,55,48
6d69v7ar0xev,2026,3,4:18,4,18,Allisha Gray misses three point jump shot,Mist,55,48
6d69v7ar0xev,2026,3,4:16,4,16,Breeze defensive rebound,Breeze,55,48
