game_id,season,is_starter,player_name,MIN,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,two_point_field_goals_made,two_point_field_goals_attempted,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
wmma46sohv96,2025,FALSE,Aliyah Boston,12,2,3,0,0,1,2,2,3,10,1,9,1,0,1,4,2,6
wmma46sohv96,2025,FALSE,Arike Ogunbowale,DNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xagwq6rm8vw7,2025,TRUE,Kahleah Copper,13,7,13,0,2,0,1,7,11,7,1,6,1,1,0,2,1,14
xagwq6rm8vw7,2025,TRUE,Chelsea Gray,13,5,9,1,2,2,2,4,7,2,0,2,6,0,0,3,1,14
xagwq6rm8vw7,2025,TRUE,Angel Reese,11,5,10,0,0,1,3,5,10,6,3,3,1,0,0,0,1,12
xagwq6rm8vw7,2025,FALSE,Azurá Stevens,11,7,8,2,3,1,2,5,5,4,1,3,0,1,0,1,2,17
xagwq6rm8vw7,2025,FALSE,Brittney Sykes,14,5,9,0,3,2,2,5,6,5,1,4,3,0,0,4,6,13
xagwq6rm8vw7,2025,FALSE,Lexie Hull,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
xydxurm98lce,2025,TRUE,Rhyne Howard,26,8,22,4,11,1,2,4,11,6,2,4,2,1,0,1,4,22
xydxurm98lce,2025,TRUE,Jordin Canada,17,3,12,0,3,2,2,3,9,6,1,5,1,0,0,1,3,10
xydxurm98lce,2025,TRUE,Dearica Hamby,19,3,8,0,2,1,3,3,6,7,1,6,1,2,0,1,0,8
xydxurm98lce,2025,FALSE,Aliyah Boston,9,4,6,0,0,1,1,4,6,4,1,3,0,0,2,0,0,10
xydxurm98lce,2025,FALSE,Rae Burrell,10,1,6,0,2,1,1,1,4,4,1,3,1,0,3,1,0,4
xydxurm98lce,2025,FALSE,Arike Ogunbowale,DNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yogi89xx6aw5,2025,TRUE,Allisha Gray,15,8,14,1,3,1,1,7,11,5,1,4,3,0,0,1,1,19
yogi89xx6aw5,2025,TRUE,Napheesa Collier,18,8,16,0,2,2,2,8,14,17,1,16,2,0,3,2,4,19
yogi89xx6aw5,2025,TRUE,Skylar Diggins-Smith,12,5,12,2,3,2,2,3,9,3,1,2,4,1,0,0,1,16
yogi89xx6aw5,2025,FALSE,Shakira Austin,6,2,6,0,1,2,2,2,5,4,1,3,1,0,1,0,2,7
yogi89xx6aw5,2025,FALSE,Courtney Williams,8,3,11,0,0,0,0,3,11,6,1,5,4,1,0,1,1,6
yogi89xx6aw5,2025,FALSE,Cameron Brink,DNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zfxe4imyud75,2025,TRUE,Chelsea Gray,15,7,20,2,6,0,0,5,14,0,0,0,6,0,0,1,1,16
zfxe4imyud75,2025,TRUE,Angel Reese,11,5,8,0,0,2,3,5,8,7,2,5,0,1,2,2,2,13
zfxe4imyud75,2025,TRUE,Kahleah Copper,11,5,15,0,2,0,0,5,13,9,0,9,1,0,0,1,2,10
zfxe4imyud75,2025,FALSE,Azurá Stevens,11,8,15,0,5,2,3,8,10,6,2,4,0,1,1,0,1,19
zfxe4imyud75,2025,FALSE,Lexie Hull,13,2,5,1,3,0,1,1,2,3,1,2,1,2,0,0,2,5
zfxe4imyud75,2025,FALSE,Brittney Sykes,DNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zvudhzbxaaiq,2025,TRUE,Kayla McBride,15,7,15,2,7,3,4,5,8,6,1,5,2,0,0,0,5,20
zvudhzbxaaiq,2025,TRUE,Tiffany Hayes,8,4,9,0,1,3,3,4,8,2,0,2,2,1,0,0,1,14
zvudhzbxaaiq,2025,TRUE,Stefanie Dolson,13,4,7,1,2,1,1,3,5,4,0,4,1,0,3,1,6,11
zvudhzbxaaiq,2025,FALSE,Jackie Young,12,4,12,4,7,2,3,0,5,1,0,1,3,2,0,0,2,16
zvudhzbxaaiq,2025,FALSE,Kate Martin,12,3,11,0,5,1,1,3,6,6,1,5,0,1,0,0,1,8
zvudhzbxaaiq,2025,FALSE,Natisha Hiedeman,DNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zvudhzbxaaiq,2025,FALSE,Alyssa Thomas,DNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
