"game_id","quarter","time","minute","second","play","pos_team","away_score","home_score","season"
"225g2kfh1838",3,"4:17",4,17,"Angel Reese defensive rebound","Rose",30,45,2025
"225g2kfh1838",3,"4:04",4,4,"Chelsea Gray makes three point shot","Rose",30,48,2025
"225g2kfh1838",3,"4:04",4,4,"Brittney Sykes assist","Rose",30,48,2025
"225g2kfh1838",3,"3:57",3,57,"Jordin Canada misses two point shot","Vinyl",30,48,2025
"225g2kfh1838",3,"3:56",3,56,"Chelsea Gray defensive rebound","Rose",30,48,2025
"225g2kfh1838",3,"3:47",3,47,"Chelsea Gray makes two point shot","Rose",30,50,2025
"225g2kfh1838",3,"3:38",3,38,"Jordin Canada makes two point shot","Vinyl",32,50,2025
"225g2kfh1838",3,"3:28",3,28,"Rose 30s. timeout","Rose",32,50,2025
"225g2kfh1838",3,"1:20",1,20,"Timeout",NA,32,50,2025
"225g2kfh1838",3,"3:20",3,20,"Lexie Hull misses three point shot","Rose",32,50,2025
"225g2kfh1838",3,"3:20",3,20,"Rhyne Howard defensive rebound","Vinyl",32,50,2025
"225g2kfh1838",3,"3:14",3,14,"Rhyne Howard misses three point shot","Vinyl",32,50,2025
"225g2kfh1838",3,"3:14",3,14,"Lexie Hull defensive rebound","Rose",32,50,2025
"225g2kfh1838",3,"3:10",3,10,"Azurá Stevens makes two point shot","Rose",32,52,2025
"225g2kfh1838",3,"3:10",3,10,"Lexie Hull assist","Rose",32,52,2025
"225g2kfh1838",3,"2:52",2,52,"Aliyah Boston misses two point shot","Vinyl",32,52,2025
"225g2kfh1838",3,"2:52",2,52,"Azurá Stevens defensive rebound","Rose",32,52,2025
"225g2kfh1838",3,"2:47",2,47,"Chelsea Gray makes three point shot","Rose",32,55,2025
"225g2kfh1838",3,"2:32",2,32,"Jordin Canada assist","Vinyl",32,55,2025
"225g2kfh1838",3,"2:32",2,32,"Aliyah Boston makes two point shot","Vinyl",34,55,2025
"225g2kfh1838",3,"2:23",2,23,"Chelsea Gray bad pass turnover","Rose",34,55,2025
"225g2kfh1838",3,"2:15",2,15,"Lexie Hull personal foul","Rose",34,55,2025
"225g2kfh1838",3,"2:15",2,15,"Rhyne Howard makes free throw (2pt.)","Vinyl",36,55,2025
"225g2kfh1838",3,"2:05",2,5,"Azurá Stevens misses three point shot","Rose",36,55,2025
"225g2kfh1838",3,"2:04",2,4,"Rae Burrell defensive rebound","Vinyl",36,55,2025
"225g2kfh1838",3,"1:57",1,57,"Lexie Hull personal foul","Rose",36,55,2025
"225g2kfh1838",3,"1:57",1,57,"Rae Burrell makes free throw (2pt.)","Vinyl",38,55,2025
"225g2kfh1838",3,"1:46",1,46,"Chelsea Gray makes three point shot","Rose",38,58,2025
"225g2kfh1838",3,"1:35",1,35,"Aliyah Boston makes two point shot","Vinyl",40,58,2025
"225g2kfh1838",3,"1:35",1,35,"Rae Burrell assist","Vinyl",40,58,2025
"225g2kfh1838",3,"1:21",1,21,"Chelsea Gray makes three point shot","Rose",40,61,2025
"225g2kfh1838",3,"1:09",1,9,"Rhyne Howard misses two point shot","Vinyl",40,61,2025
"225g2kfh1838",3,"1:08",1,8,"Azurá Stevens defensive rebound","Rose",40,61,2025
"225g2kfh1838",3,"1:00",1,0,"Lexie Hull misses three point shot","Rose",40,61,2025
"225g2kfh1838",3,"1:00",1,0,"Rose offensive team rebound","Rose",40,61,2025
"225g2kfh1838",3,"1:00",1,0,"Rae Burrell personal foul","Vinyl",40,61,2025
"225g2kfh1838",3,"1:00",1,0,"Azurá Stevens makes free throw (2pt.)","Rose",40,63,2025
"225g2kfh1838",3,"0:47.9",0,48,"Aliyah Boston lost ball turnover","Vinyl",40,63,2025
"225g2kfh1838",3,"0:38.2",0,38,"Chelsea Gray misses three point shot","Rose",40,63,2025
"225g2kfh1838",3,"0:37.7",0,38,"Rhyne Howard defensive rebound","Vinyl",40,63,2025
"225g2kfh1838",3,"0:33.2",0,33,"Azurá Stevens personal foul","Rose",40,63,2025
"225g2kfh1838",3,"0:33.2",0,33,"Rhyne Howard makes free throw (2pt.)","Vinyl",42,63,2025
"225g2kfh1838",3,"0:23.3",0,23,"Brittney Sykes misses two point shot","Rose",42,63,2025
"225g2kfh1838",3,"0:23.0",0,23,"Aliyah Boston defensive rebound","Vinyl",42,63,2025
"225g2kfh1838",3,"9.7",0,10,"Rhyne Howard misses three point shot","Vinyl",42,63,2025
"225g2kfh1838",3,"9.3",0,9,"Rose defensive team rebound","Rose",42,63,2025
"225g2kfh1838",3,"1.3",0,1,"Chelsea Gray misses two point shot","Rose",42,63,2025
"225g2kfh1838",3,"1.3",0,1,"Rose offensive team rebound","Rose",42,63,2025
"225g2kfh1838",3,"0.0",0,0,"Brittney Sykes misses two point shot","Rose",42,63,2025
